Facility Code,Facility Name,Division,Type,Owner,Location,Constituency,Beds,Cots,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ART,C-IMCI,FP,HBC,IPD,Mapped_Constituency,Constituencies,Total Population,Male Population,Female Population
12907,cotolengo centre,lang'ata,dispensary,kenya episcopal conference-catholic secretariat,karen,lang'ata,0,0,nursing officer in charge,n,n,operational,y,y,n,y,n,langata,LANGATA,"197,489","96,698","100,774"
18794,couple counselling centre,knh golf course,vct centre (stand-alone),non-governmental organizations,knh,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19392,crescent medical aid (jamia towers),central,dispensary,supreme council for kenya muslims,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12900,crescent medical aid (pangani),starehe,medical clinic,non-governmental organizations,kariokor,starehe,0,0,clinical officer,n,n,operational,y,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
19634,crescent medical aid kenya korogocho clinic,roysambu,medical clinic,private practice - general practitioner,korogocho,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12899,crescent medical aid murang'a road,starehe,medical clinic,non-governmental organizations,starehe,starehe,0,0,nursing officer in charge,n,n,operational,n,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
19301,crow medical centre,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12908,dabliu clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,0,0,,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19703,dap health clinic,kayole,medical clinic,private practice - medical specialist,komarock,embakasi central,2,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18276,darushif medical clinic,embakasi,medical clinic,private practice - clinical officer,umoja,embakasi west,0,0,clinical officer,n,n,not-operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20195,debomart med clinic,kamukunji,medical clinic,private practice - medical specialist,bahati,makadara,0,0,hospital director,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
19377,delight chemist & lab,ruaraka,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12915,delta medical clinic dandora,dandora,medical clinic,private enterprise (institution),dandora,embakasi north,0,0,,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20489,dessein health care,nairobi south,medical clinic,private practice - general practitioner,hazina,makadara,0,0,hospital director,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
17949,destiny medical centre (ruaraka),kasarani,dispensary,private practice - unspecified,kasarani,ruaraka,0,0,,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12916,diani dispensary,eastleign south,dispensary,private enterprise (institution),eastleigh section iii,kamukunji,0,0,,n,n,operational,n,n,n,y,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
17663,discordant couples of kenya vct,kibra,vct centre (stand-alone),non-governmental organizations,sarang'ombe,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
18388,divine mercy kariobangi,kariobangi south,medical clinic,other faith based,kariobangi south,embakasi west,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12917,diwopa health centre,embakasi,health centre,kenya episcopal conference-catholic secretariat,kayole,embakasi central,32,2,nursing officer in charge,y,y,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12918,dod mrs dispensary,kilimani,dispensary,armed forces,kilimani,dagoretti north,9,2,,n,n,operational,n,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12919,dog unit dispensary (o p kenya police),lang'ata,dispensary,other public institution,mugumoini,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,n,n,y,langata,LANGATA,"197,489","96,698","100,774"
12921,dorkcare nursing home,eastleigh north,nursing home,private enterprise (institution),eastleigh north,kamukunji,9,0,doctor in charge,y,y,operational,n,y,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
20529,doulos youth friendly and vct (kcc),kariobangi south,vct centre (stand-alone),other faith based,kariobangi south,embakasi west,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19559,dr ashwin clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12924,dr aziz mohamed medical clinic,kilimani,medical clinic,private practice - unspecified,kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20086,dr barnados house clinic,lang'ata,medical clinic,kenya episcopal conference-catholic secretariat,mugumoini,lang'ata,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
19418,dr chaundry dental services (nairobi),central,medical clinic,private practice - unspecified,central,starehe,0,0,doctor in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19564,dr david chew clinic,central,medical clinic,private practice - medical specialist,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19565,dr eliud njuguna (parklands),parklands,medical clinic,private practice - medical specialist,parklands,westlands,0,0,,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
18778,dr florence murila (ngong road),kilimani,medical clinic,private practice - medical specialist,kilimani,dagoretti north,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12922,dr gachare medical clinic,kilimani,medical clinic,private enterprise (institution),kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19425,dr george munene medical clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19567,dr gichuru mwangi,parklands,medical clinic,private practice - medical specialist,parklands,westlands,0,0,doctor in charge,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
19563,dr henry abwao,parklands,medical clinic,private practice - medical specialist,parklands,westlands,0,0,,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
18807,dr irimu medical clinic,woodley,medical clinic,private practice - general practitioner,golfcourse,kibra,0,0,hospital director,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
19522,dr j l amugugaba clinic (nairobi),central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19468,dr jemmah & nyawange med clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19286,imani medical clinic ( mathare a 4),roysambu,medical clinic,private practice - general practitioner,ruaraka,roysambu,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
17685,imara health centre,embakasi,health centre,christian health association of kenya,mukuru,embakasi south,6,1,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12981,imara medical clinic,embakasi,medical clinic,private enterprise (institution),mukuru nyayo,embakasi south,0,0,,n,n,operational,n,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19574,imenti medical centre,central,medical clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19646,dr mboloi clinic,kenyatta,medical clinic,private practice - general practitioner,kenyatta,kibra,0,0,,n,n,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
12925,dr mohamed clinic,makadara,medical clinic,private practice - unspecified,maringo,makadara,0,0,,n,n,operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
12926,dr montet medical clinic,kilimani,medical clinic,private practice - unspecified,kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12927,dr muasya medical clinic,kilimani,medical clinic,private practice - unspecified,kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19416,dr musili clinic (afya centre-nairobi),central,medical clinic,private practice - medical specialist,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12889,cana family life clinic,viwandani,maternity home,non-governmental organizations,viwandani,makadara,12,0,nursing officer in charge,y,y,operational,y,n,y,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
12890,canaan health providers (nairobi),central,medical clinic,private enterprise (institution),city square,starehe,0,0,hospital director,n,y,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
12891,carolina for kibera vct,sarang'ombe,medical clinic,non-governmental organizations,sarang'ombe,kibra,0,0,,n,y,operational,y,n,y,y,y,kibra,KIBRA,"185,777","94,199","91,569"
18484,catholic dispensary kariobangi,kasarani,dispensary,kenya episcopal conference-catholic secretariat,kariobangi,embakasi north,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12892,catholic university dispensary,langata,dispensary,kenya episcopal conference-catholic secretariat,langata,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,n,y,n,langata,LANGATA,"197,489","96,698","100,774"
19974,central bank staff clinic,city centre,medical clinic,state coorporation,city center,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19578,central medical clinic (nairobi),central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19531,central park clinic,riruta,dispensary,private practice - general practitioner,riruta,dagoretti north,0,0,,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12893,chandaria health centre,dagoretti,health centre,community,uthiru/ruthimitu,dagoretti south,0,0,nursing officer in charge,n,n,operational,n,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
19569,dr ngathia dental clinic,central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19423,dr nzuki hildapaed clinic,central,medical clinic,private practice - medical specialist,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19426,dr parmar clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19480,dr parmar medical clinic (nairobi),central,medical clinic,private practice - general practitioner,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
20105,dr paul ondiege clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19534,dr praful m sanghani,central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
19576,dr rosaline thara dental clinic,central,dental clinic,private practice - unspecified,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12875,babadogo (edarp),kasarani,vct centre (stand-alone),kenya episcopal conference-catholic secretariat,ruaraka,ruaraka,0,0,,n,n,operational,y,n,n,y,n,kasarani,KASARANI,"780,656","381,234","399,385"
12876,babadogo health centre,kasarani,dispensary,local authority,ruaraka,ruaraka,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12877,babadogo medical health centre,kasarani,health centre,private enterprise (institution),githurai,ruaraka,0,0,,n,n,operational,n,n,n,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
19296,babito medical centre,ruaraka,medical clinic,private practice - general practitioner,ruaraka,ruaraka,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19557,bafana medical centre,kangemi,medical clinic,private enterprise (institution),kangemi,westlands,0,2,,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
12878,bahati clinic,pumwani,dispensary,local authority,bahati,makadara,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
12879,bahati health centre,bahati,health centre,local authority,bahati,makadara,24,0,nursing officer in charge,y,y,operational,y,n,n,y,y,makadara,MAKADARA,"189,536","96,369","93,157"
12880,bahati medical clinic,makadara,medical clinic,private enterprise (institution),kayole,makadara,0,0,,n,n,operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
21273,baldo ippolita catholic health centre,mukuru,medical clinic,private practice - nurse / midwife,mukuru,embakasi south,7,0,nursing officer in charge,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19428,bans optical (nairobi),central,eye centre,private practice - unspecified,central,starehe,0,0,doctor in charge,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
20206,bar hostess empowerment and support programme (makadara),makadara,medical clinic,non-governmental organizations,makongeni,makadara,0,0,clinical officer,n,n,pending opening,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
18468,bar hostess empowerment support program vct,ruaraka,vct centre (stand-alone),non-governmental organizations,ruaraka,ruaraka,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19571,dr stephen macharia medical clinic,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12928,dr were medical clinic,kilimani,medical clinic,private practice - unspecified,kilimani,dagoretti north,0,0,,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20393,dr.charles.j.r.opondo (landmark plaza),kilimani,medical clinic,private practice - medical specialist,kilimani,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20394,dr.henry wellington alube (landmark plaza),kilimani,medical clinic,private practice - general practitioner,kilimani,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20397,dr.k.gicheru(upper hill centre),kilimani,medical clinic,private practice - medical specialist,kilimani,dagoretti north,0,0,hospital director,n,y,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12872,arrow web maternity and nursing home,embakasi,nursing home,non-governmental organizations,kayole,embakasi central,14,2,nursing officer in charge,n,n,operational,n,y,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19560,artisan dental laboratory (nairobi),central,laboratory (stand-alone),private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
12873,aski medical clinic,embakasi,medical clinic,private enterprise (institution),kayole,embakasi central,0,0,,y,y,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
18348,association of physically disabled of kenya,parklands,health project,non-governmental organizations,parklands,westlands,0,0,hospital director,n,n,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
19035,chonesus clinic,kibra,dispensary,christian health association of kenya,laini saba,kibra,0,0,clinical officer,n,y,operational,n,n,n,n,n,kibra,KIBRA,"185,777","94,199","91,569"
12895,christian aid dispensary,kasarani,dispensary,private enterprise (institution),githurai,roysambu,0,0,,n,n,not-operational,n,n,n,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
12886,bomas of kenya dispensary,lang'ata,dispensary,parastatal,lang'ata,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12882,bethel clinic,central,medical clinic,private enterprise (institution),huruma,starehe,0,0,,n,n,operational,n,y,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
20374,beyond the bridge vision vct,langata,vct centre (stand-alone),non-governmental organizations,mugumoini,lang'ata,0,0,,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
12883,biafra lions clinic,eastleign south,medical clinic,local authority,eastleigh section iii,kamukunji,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
12884,biafra medical clinic,pumwani,dispensary,private enterprise (institution),eastleigh north,kamukunji,0,0,clinical officer,n,y,operational,y,n,n,y,y,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
16801,al-gadhir clinic,dagoretti,medical clinic,non-governmental organizations,kawangware,dagoretti north,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
12869,alice nursing home,embakasi,nursing home,private enterprise (institution),mukuru,embakasi south,8,2,nursing officer in charge,y,y,operational,n,y,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
20636,all care medical centre,langata,medical clinic,private practice - unspecified,karen,lang'ata,0,0,medical superintendant,y,y,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
17847,alliance medical centre,eastleigh south,medical clinic,private enterprise (institution),eastleigh south,kamukunji,20,1,hospital director,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19520,aculaser institute,parklands,training institution in health (stand-alone),private enterprise (institution),parklands,westlands,4,1,,y,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
18535,adventist centre for care and support (kilimani),kilimani,vct centre (stand-alone),other faith based,kilimani,dagoretti north,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20090,african divine church-org,mathare,vct centre (stand-alone),other faith based,mathare,mathare,0,0,,n,y,operational,n,n,n,n,n,mathare,MATHARE,"206,564","106,522","100,028"
18769,al amin nursing home,eastleigh north,health centre,private practice - clinical officer,eastleigh north,kamukunji,14,0,clinical officer,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
12868,aga khan university hospital (buruburu),makadara,dispensary,private enterprise (institution),makadara,makadara,0,0,nursing officer in charge,n,y,operational,n,n,y,n,y,makadara,MAKADARA,"189,536","96,369","93,157"
20404,aga khan university hospital (capital centre),nairobi south,medical clinic,private practice - general practitioner,nairobi south,starehe,0,0,nursing officer in charge,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
20388,aic zion medical clinic,huruma,medical clinic,other faith based,huruma,mathare,0,0,,n,n,operational,n,n,n,n,n,mathare,MATHARE,"206,564","106,522","100,028"
20736,aids health care foundation parklands clinic,parklands,medical clinic,private enterprise (institution),parklands,westlands,0,0,hospital director,n,n,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
20538,aimon med clinic,kasarani,medical clinic,private practice - nurse / midwife,ruaraka,ruaraka,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
19397,afyamax medical & centre dental,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,medical superintendant,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
20236,aga khan clinic (eastleigh),pumwani,medical clinic,private enterprise (institution),pumwani,kamukunji,5,0,nursing officer in charge,n,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19457,aga khan greenspam medical centre,umoja,medical clinic,private practice - unspecified,savannah,embakasi west,2,1,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
12867,aga khan hospital,parklands,other hospital,private enterprise (institution),parklands,westlands,243,0,hospital director,y,y,operational,y,y,n,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
19537,bridgeway clinic,kangemi,medical clinic,private practice - medical specialist,kangemi,westlands,0,0,,n,y,operational,n,n,n,n,n,westlands,WESTLANDS,"308,854","153,818","155,021"
19405,bridging out-patient,kasarani,medical clinic,private practice - general practitioner,kahawa,roysambu,0,0,clinical officer,n,n,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
18271,bristal park hospital,embakasi,other hospital,private practice - general practitioner,embakasi,embakasi east,8,2,,y,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
18277,british american tobacco kenya clinic,viwandani,medical clinic,private enterprise (institution),viwandani,makadara,0,0,,n,y,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
12887,brother andre clinic,dandora,medical clinic,kenya episcopal conference-catholic secretariat,dandora,embakasi north,0,0,,n,n,operational,y,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
12870,amurt health centre,kangemi,dispensary,non-governmental organizations,kangemi,westlands,0,0,,n,n,operational,y,n,y,y,y,westlands,WESTLANDS,"308,854","153,818","155,021"
18770,andulus medical clinic,eastleigh north,health centre,private enterprise (institution),eastleigh north,kamukunji,16,2,,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
18272,angaza vct,embakasi,vct centre (stand-alone),non-governmental organizations,kayole,embakasi central,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
19404,annex health care,kasarani,medical clinic,private practice - general practitioner,githurai,roysambu,0,0,,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
12871,aptc health centre,embakasi,health centre,armed forces,embakasi,embakasi east,1,0,nursing officer in charge,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19288,mugumo medical,kasarani,medical clinic,private practice - general practitioner,kasarani,kasarani,0,0,clinical officer,n,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13100,mukuru crescent clinic,south b,medical clinic,supreme council for kenya muslims,hazina,starehe,0,0,clinical officer,n,y,operational,y,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
18463,mukuru health centre,mukuru,health centre,local authority,mukuru kwanjenga,embakasi south,24,2,nursing officer in charge,n,n,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13101,mukuru mmm clinic,embakasi,dispensary,kenya episcopal conference-catholic secretariat,mukuru,embakasi south,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
13018,multi media university dispensary,lang'ata,dispensary,parastatal,lang'ata,lang'ata,0,0,clinical officer,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
20062,mundika maternity & nursing home,huruma,nursing home,private practice - unspecified,huruma,mathare,0,0,clinical officer,n,y,operational,n,n,n,n,n,mathare,MATHARE,"206,564","106,522","100,028"
13102,mundoro medical clinic dandora,dandora,medical clinic,private enterprise (institution),dandora,kasarani,4,0,,n,n,operational,n,n,y,y,y,kasarani,KASARANI,"780,656","381,234","399,385"
18434,muska medical centre,eastleigh north,health centre,private practice - clinical officer,eastleigh north,kamukunji,7,0,clinical officer,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
13103,muteithania medical clinic,dagoretti,health centre,private enterprise (institution),kawangware,dagoretti north,8,0,clinical officer,n,n,operational,n,n,y,n,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13104,muthurwa clinic,pumwani,medical clinic,local authority,muthurwa,starehe,0,0,nursing officer in charge,n,n,operational,n,n,n,y,y,starehe,STAREHE,"210,423","109,173","101,238"
13105,mutuini sub-district hospital,dagoretti,dispensary,ministry of health,mutuini,dagoretti south,20,0,medical superintendant,n,n,operational,n,n,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
20091,mwangaza ulio na tumaini clinic,kasarani,health centre,christian health association of kenya,korogocho,ruaraka,12,2,nursing officer in charge,y,y,operational,n,n,n,n,n,kasarani,KASARANI,"780,656","381,234","399,385"
13106,mwatate clinic,embakasi,medical clinic,private enterprise (institution),mukuru,embakasi south,0,0,,n,n,operational,n,n,y,n,y,embakasi,EMBAKASI,"988,808","492,476","496,270"
19454,mwatate healthcare centre,embakasi,medical clinic,non-governmental organizations,embakasi,embakasi east,3,2,nursing officer in charge,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
20096,mysa vct,njiru,vct centre (stand-alone),non-governmental organizations,njiru,embakasi west,0,0,,n,y,operational,n,n,n,n,n,embakasi,EMBAKASI,"988,808","492,476","496,270"
13108,nairobi deaf (liverpool),central,vct centre (stand-alone),non-governmental organizations,central business district,starehe,0,0,,n,n,operational,n,n,n,y,n,starehe,STAREHE,"210,423","109,173","101,238"
18394,nairobi earc st anne medical clinic,makadara,medical clinic,academic (if registered),makadara,makadara,0,0,,n,n,operational,n,n,n,n,n,makadara,MAKADARA,"189,536","96,369","93,157"
20264,nairobi east hospital ltd,eastleigh south,nursing home,private practice - medical specialist,pumwani,kamukunji,38,10,hospital director,y,y,operational,n,n,n,n,n,kamukunji,KAMUKUNJI,"268,276","136,670","131,599"
19580,nairobi eye associates,central,eye centre,private practice - unspecified,central,starehe,0,0,,n,y,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13110,nairobi hospital,dagoretti,other hospital,private enterprise (institution),kilimani,dagoretti north,350,100,hospital director,y,y,operational,y,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
13111,nairobi outpatient centre,central,medical clinic,private enterprise (institution),central business district,starehe,0,0,doctor in charge,y,y,operational,y,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
19477,nairobi outreach services trust,central,medical clinic,private practice - general practitioner,central,starehe,0,0,,n,n,operational,n,n,n,n,n,starehe,STAREHE,"210,423","109,173","101,238"
13161,nairobi remand prison health centre,viwandani,dispensary,other public institution,viwandani,starehe,0,0,nursing officer in charge,n,n,operational,y,n,y,y,y,starehe,STAREHE,"210,423","109,173","101,238"
13113,nairobi south clinic,makadara,medical clinic,local authority,mukuru,starehe,0,0,nursing officer in charge,n,n,operational,n,n,y,n,y,starehe,STAREHE,"210,423","109,173","101,238"
13112,nairobi south hospital,lang'ata,other hospital,private enterprise (institution),nairobi west,lang'ata,23,0,nursing officer in charge,y,y,operational,n,y,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
13114,nairobi west chidren clinic,lang'ata,medical clinic,private enterprise (institution),nairobi west,lang'ata,0,0,doctor in charge,n,y,operational,n,n,y,n,y,langata,LANGATA,"197,489","96,698","100,774"
13115,nairobi west hospital,lang'ata,other hospital,private enterprise (institution),nairobi west,lang'ata,152,0,nursing officer in charge,y,y,operational,y,y,y,y,y,langata,LANGATA,"197,489","96,698","100,774"
13116,nairobi west men's prison dispensary,lang'ata,dispensary,ministry of health,mugumoini,lang'ata,0,0,nursing officer in charge,n,n,operational,n,n,n,n,n,langata,LANGATA,"197,489","96,698","100,774"
13117,nairobi womens hospital (hurlingham),kilimani,other hospital,private enterprise (institution),kilimani,dagoretti north,0,0,,y,y,operational,y,y,y,y,y,dagoretti,DAGORETTI,"434,208","217,651","216,526"
